Latitude (decimal degrees):	-23.553
Longitude (decimal degrees):	-46.553
Elevation (m):	780
Radiation database:	PVGIS-SARAH3


Slope: 25 deg. (optimum)
Azimuth: -169 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	10.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230727:2003,20.7,10.58,7.2,18.16,3.59,0.0
20230727:2103,0.0,0.0,0.0,17.3,2.55,0.0
20230727:2203,0.0,0.0,0.0,16.99,2.62,0.0
20230727:2303,0.0,0.0,0.0,17.04,2.34,0.0
20230728:0003,0.0,0.0,0.0,17.1,2.41,0.0
20230728:0103,0.0,0.0,0.0,16.74,1.86,0.0
20230728:0203,0.0,0.0,0.0,16.62,2.21,0.0
20230728:0303,0.0,0.0,0.0,16.44,1.72,0.0
20230728:0403,0.0,0.0,0.0,16.31,1.24,0.0
20230728:0503,0.0,0.0,0.0,16.3,1.38,0.0
20230728:0603,0.0,0.0,0.0,16.13,1.1,0.0
20230728:0703,0.0,0.0,0.0,16.08,1.1,0.0
20230728:0803,0.0,0.0,0.0,15.84,1.1,0.0
20230728:0903,0.0,0.0,0.0,15.48,1.03,0.0
20230728:1003,135.1,30.61,3.47,15.28,0.97,0.0
20230728:1103,801.8,113.53,15.83,15.67,0.97,0.0
20230728:1203,1902.7,247.79,27.24,17.49,1.03,0.0
20230728:1303,5810.2,783.39,37.04,19.88,1.45,0.0
20230728:1403,2993.9,392.91,44.21,22.47,2.0,0.0
20230728:1503,6578.3,916.44,47.37,24.56,2.48,0.0
20230728:1603,6366.6,878.69,45.65,25.97,3.1,0.0
20230728:1703,3084.2,408.76,39.56,26.48,3.24,0.0
20230728:1803,1062.9,151.43,30.43,26.49,3.17,0.0
20230728:1903,167.0,34.63,19.43,24.64,3.17,0.0
20230728:2003,3.3,6.73,7.31,22.09,2.48,0.0
20230728:2103,0.0,0.0,0.0,20.3,1.79,0.0
20230728:2203,0.0,0.0,0.0,19.02,1.86,0.0
20230728:2303,0.0,0.0,0.0,17.99,2.07,0.0
20230729:0003,0.0,0.0,0.0,17.46,1.24,0.0
20230729:0103,0.0,0.0,0.0,17.25,0.62,0.0
20230729:0203,0.0,0.0,0.0,17.01,1.1,0.0
20230729:0303,0.0,0.0,0.0,16.53,1.66,0.0
20230729:0403,0.0,0.0,0.0,16.25,2.41,0.0
20230729:0503,0.0,0.0,0.0,15.82,3.03,0.0
20230729:0603,0.0,0.0,0.0,15.27,2.97,0.0
20230729:0703,0.0,0.0,0.0,15.02,2.41,0.0
20230729:0803,0.0,0.0,0.0,14.73,2.34,0.0
20230729:0903,0.0,0.0,0.0,14.5,2.83,0.0
20230729:1003,103.2,25.24,3.58,14.3,3.24,0.0
20230729:1103,663.6,95.85,15.96,14.22,3.52,0.0
20230729:1203,1407.9,183.87,27.39,14.35,3.86,0.0
20230729:1303,2165.6,274.22,37.23,14.7,3.79,0.0
20230729:1403,1975.6,252.6,44.42,15.32,4.07,0.0
20230729:1503,3260.0,408.59,47.6,15.57,4.21,0.0
20230729:1603,2882.7,362.53,45.87,15.59,4.0,0.0
20230729:1703,1590.7,206.65,39.76,15.05,3.66,0.0
20230729:1803,1050.5,142.36,30.59,14.77,3.52,0.0
20230729:1903,212.2,39.44,19.56,14.25,3.38,0.0
20230729:2003,7.8,7.7,7.41,13.85,3.31,0.0
20230729:2103,0.0,0.0,0.0,13.46,3.24,0.0
20230729:2203,0.0,0.0,0.0,13.16,3.03,0.0
20230729:2303,0.0,0.0,0.0,12.93,2.97,0.0
20230730:0003,0.0,0.0,0.0,12.8,2.69,0.0
20230730:0103,0.0,0.0,0.0,12.69,2.55,0.0
20230730:0203,0.0,0.0,0.0,12.57,2.34,0.0
20230730:0303,0.0,0.0,0.0,12.43,2.34,0.0
20230730:0403,0.0,0.0,0.0,12.45,2.14,0.0
20230730:0503,0.0,0.0,0.0,12.36,2.21,0.0
20230730:0603,0.0,0.0,0.0,12.39,2.41,0.0
20230730:0703,0.0,0.0,0.0,12.24,2.21,0.0
20230730:0803,0.0,0.0,0.0,12.18,2.28,0.0
20230730:0903,0.0,0.0,0.0,12.34,2.14,0.0
20230730:1003,74.6,20.17,3.69,12.32,2.14,0.0
20230730:1103,934.0,127.57,16.1,12.9,2.48,0.0
20230730:1203,2767.3,345.18,27.55,13.65,2.55,0.0
20230730:1303,4005.5,503.7,37.42,15.0,2.69,0.0
20230730:1403,3282.1,415.2,44.65,15.92,2.69,0.0
20230730:1503,3899.9,497.54,47.84,16.63,2.41,0.0
20230730:1603,4625.7,597.91,46.1,17.19,2.07,0.0
20230730:1703,4751.6,616.56,39.95,17.47,1.79,0.0
20230730:1803,2213.3,285.97,30.75,17.68,1.72,0.0
20230730:1903,1629.8,215.08,19.69,17.18,2.55,0.0
20230730:2003,224.0,42.11,7.52,16.56,2.55,0.0
20230730:2103,0.0,0.0,0.0,15.31,1.79,0.0
20230730:2203,0.0,0.0,0.0,14.38,1.72,0.0
20230730:2303,0.0,0.0,0.0,13.76,1.59,0.0
20230731:0003,0.0,0.0,0.0,13.65,1.45,0.0
20230731:0103,0.0,0.0,0.0,13.5,1.31,0.0
20230731:0203,0.0,0.0,0.0,13.54,1.31,0.0
20230731:0303,0.0,0.0,0.0,13.68,1.66,0.0
20230731:0403,0.0,0.0,0.0,13.62,1.66,0.0
20230731:0503,0.0,0.0,0.0,13.67,1.52,0.0
20230731:0603,0.0,0.0,0.0,13.51,1.1,0.0
20230731:0703,0.0,0.0,0.0,13.23,1.03,0.0
20230731:0803,0.0,0.0,0.0,13.12,1.1,0.0
20230731:0903,0.0,0.0,0.0,12.99,1.17,0.0
20230731:1003,0.0,3.85,3.81,12.95,1.31,0.0
20230731:1103,493.1,75.03,16.23,13.29,1.52,0.0
20230731:1203,952.6,130.82,27.72,14.19,1.72,0.0
20230731:1303,3421.3,433.62,37.62,15.58,1.79,0.0
20230731:1403,6730.7,926.37,44.88,17.94,1.38,0.0
20230731:1503,6861.1,978.0,48.08,19.81,0.76,0.0
20230731:1603,6587.4,942.69,46.33,21.23,0.55,0.0
20230731:1703,5778.0,803.79,40.15,22.07,0.62,0.0
20230731:1803,4629.5,622.99,30.91,22.3,0.83,0.0
20230731:1903,2856.5,381.92,19.82,21.81,1.52,0.0
20230731:2003,546.0,92.77,7.62,20.42,1.31,0.0
20230731:2103,0.0,0.0,0.0,18.66,1.45,0.0
20230731:2203,0.0,0.0,0.0,17.14,1.59,0.0
20230731:2303,0.0,0.0,0.0,16.26,1.45,0.0
20230801:0003,0.0,0.0,0.0,15.66,1.45,0.0
20230801:0103,0.0,0.0,0.0,15.56,1.38,0.0
20230801:0203,0.0,0.0,0.0,15.23,1.38,0.0
20230801:0303,0.0,0.0,0.0,15.05,1.38,0.0
20230801:0403,0.0,0.0,0.0,14.82,1.17,0.0
20230801:0503,0.0,0.0,0.0,14.72,1.17,0.0
20230801:0603,0.0,0.0,0.0,14.6,1.31,0.0
20230801:0703,0.0,0.0,0.0,14.19,1.17,0.0
20230801:0803,0.0,0.0,0.0,14.01,1.38,0.0
20230801:0903,0.0,0.0,0.0,13.85,1.38,0.0
20230801:1003,625.9,100.15,3.93,13.68,1.59,0.0
20230801:1103,914.5,126.03,16.38,13.95,1.66,0.0
20230801:1203,4032.7,509.47,27.89,14.88,1.79,0.0
20230801:1303,4162.6,531.52,37.82,16.31,1.93,0.0
20230801:1403,6136.4,825.57,45.11,18.46,1.86,0.0
20230801:1503,6087.2,831.82,48.33,20.42,1.66,0.0
20230801:1603,6552.7,921.17,46.56,21.88,1.31,0.0
20230801:1703,5798.9,799.26,40.34,22.64,1.24,0.0
20230801:1803,4631.2,617.25,31.07,22.69,1.66,0.0
20230801:1903,2921.3,388.8,19.95,21.98,2.28,0.0
20230801:2003,512.1,86.92,7.73,20.52,2.14,0.0
20230801:2103,0.0,0.0,0.0,18.44,2.0,0.0
20230801:2203,0.0,0.0,0.0,17.06,1.72,0.0
20230801:2303,0.0,0.0,0.0,16.21,1.38,0.0
20230802:0003,0.0,0.0,0.0,15.61,0.83,0.0
20230802:0103,0.0,0.0,0.0,15.38,0.83,0.0
20230802:0203,0.0,0.0,0.0,14.69,1.24,0.0
20230802:0303,0.0,0.0,0.0,14.32,1.24,0.0
20230802:0403,0.0,0.0,0.0,13.5,1.31,0.0
20230802:0503,0.0,0.0,0.0,13.28,1.17,0.0
20230802:0603,0.0,0.0,0.0,13.09,1.03,0.0
20230802:0703,0.0,0.0,0.0,13.43,1.38,0.0
20230802:0803,0.0,0.0,0.0,13.18,1.45,0.0
20230802:0903,0.0,0.0,0.0,13.0,1.45,0.0
20230802:1003,78.4,20.74,4.05,12.66,1.38,0.0
20230802:1103,872.4,120.66,16.52,13.06,1.24,0.0
20230802:1203,3737.3,476.39,28.06,15.74,1.1,0.0
20230802:1303,5970.7,819.22,38.03,20.01,0.97,0.0
20230802:1403,6626.8,943.33,45.35,23.08,1.24,0.0
20230802:1503,6849.2,989.83,48.58,24.86,1.45,0.0
20230802:1603,6553.7,947.57,46.8,25.91,1.24,0.0
20230802:1703,5729.8,812.97,40.54,26.43,0.9,0.0
20230802:1803,4542.6,627.28,31.23,26.48,0.62,0.0
20230802:1903,2829.6,388.91,20.08,25.87,0.62,0.0
20230802:2003,771.9,133.01,7.84,24.67,0.41,0.0
20230802:2103,0.0,0.0,0.0,22.88,0.69,0.0
20230802:2203,0.0,0.0,0.0,20.12,1.38,0.0
20230802:2303,0.0,0.0,0.0,18.14,1.72,0.0
20230803:0003,0.0,0.0,0.0,16.72,1.79,0.0
20230803:0103,0.0,0.0,0.0,16.13,1.66,0.0
20230803:0203,0.0,0.0,0.0,15.51,1.59,0.0
20230803:0303,0.0,0.0,0.0,15.06,1.45,0.0
20230803:0403,0.0,0.0,0.0,14.91,1.38,0.0
20230803:0503,0.0,0.0,0.0,14.43,1.38,0.0
20230803:0603,0.0,0.0,0.0,13.63,1.52,0.0
20230803:0703,0.0,0.0,0.0,12.44,1.86,0.0
20230803:0803,0.0,0.0,0.0,12.23,1.86,0.0
20230803:0903,0.0,0.0,0.0,12.1,1.86,0.0
20230803:1003,702.3,109.49,4.18,12.14,1.79,0.0
20230803:1103,3118.8,396.49,16.68,14.56,1.38,0.0
20230803:1203,4928.7,651.45,28.24,20.42,1.59,0.0
20230803:1303,6190.2,842.11,38.24,23.17,2.69,0.0
20230803:1403,6908.8,956.31,45.59,24.9,3.52,0.0
20230803:1503,7064.5,990.65,48.84,26.19,3.52,0.0
20230803:1603,6753.0,948.43,47.04,27.01,3.17,0.0
20230803:1703,5890.9,812.82,40.75,27.17,2.83,0.0
20230803:1803,4697.2,632.84,31.39,26.6,2.62,0.0
20230803:1903,2917.3,392.38,20.21,24.77,2.76,0.0
20230803:2003,805.8,136.59,7.94,22.73,2.41,0.0
20230803:2103,0.0,0.0,0.0,20.25,2.14,0.0
20230803:2203,0.0,0.0,0.0,18.57,1.45,0.0
20230803:2303,0.0,0.0,0.0,17.42,0.76,0.0
20230804:0003,0.0,0.0,0.0,17.16,0.76,0.0
20230804:0103,0.0,0.0,0.0,15.55,1.1,0.0
20230804:0203,0.0,0.0,0.0,14.46,1.1,0.0
20230804:0303,0.0,0.0,0.0,14.31,0.97,0.0
20230804:0403,0.0,0.0,0.0,14.31,0.9,0.0
20230804:0503,0.0,0.0,0.0,13.43,0.76,0.0
20230804:0603,0.0,0.0,0.0,12.15,0.34,0.0
20230804:0703,0.0,0.0,0.0,12.12,0.21,0.0
20230804:0803,0.0,0.0,0.0,11.48,0.21,0.0
20230804:0903,0.0,0.0,0.0,11.5,0.34,0.0
20230804:1003,404.4,68.47,4.32,11.3,0.41,0.0
20230804:1103,2255.3,286.0,16.83,11.9,0.41,0.0
20230804:1203,4944.2,643.34,28.43,14.04,0.41,0.0
20230804:1303,6170.4,837.18,38.46,17.13,0.97,0.0
20230804:1403,6849.5,951.58,45.84,19.42,1.59,0.0
20230804:1503,7011.1,984.94,49.1,20.99,1.79,0.0
20230804:1603,6713.5,937.18,47.29,21.96,1.86,0.0
20230804:1703,5801.3,787.36,40.95,22.32,2.0,0.0
20230804:1803,4349.4,571.51,31.56,22.1,2.28,0.0
20230804:1903,2382.9,316.26,20.34,21.5,2.14,0.0
20230804:2003,429.3,73.36,8.05,20.22,2.07,0.0
20230804:2103,0.0,0.0,0.0,18.41,1.66,0.0
20230804:2203,0.0,0.0,0.0,17.01,0.97,0.0
20230804:2303,0.0,0.0,0.0,15.98,0.83,0.0
20230805:0003,0.0,0.0,0.0,14.92,1.03,0.0
20230805:0103,0.0,0.0,0.0,14.38,0.9,0.0
20230805:0203,0.0,0.0,0.0,14.44,0.48,0.0
20230805:0303,0.0,0.0,0.0,13.4,0.41,0.0
20230805:0403,0.0,0.0,0.0,12.26,0.48,0.0
20230805:0503,0.0,0.0,0.0,11.83,0.48,0.0
20230805:0603,0.0,0.0,0.0,12.04,0.55,0.0
20230805:0703,0.0,0.0,0.0,11.91,0.62,0.0
20230805:0803,0.0,0.0,0.0,11.93,0.55,0.0
20230805:0903,0.0,0.0,0.0,11.95,0.48,0.0
20230805:1003,765.3,117.67,4.45,11.62,0.55,0.0
20230805:1103,3241.1,409.78,16.99,12.39,0.83,0.0
20230805:1203,4957.1,642.8,28.61,14.88,0.9,0.0
20230805:1303,6100.0,837.96,38.68,18.95,0.83,0.0
20230805:1403,6601.3,957.03,46.1,22.5,0.48,0.0
20230805:1503,6716.8,997.21,49.37,24.38,0.34,0.0
20230805:1603,6620.6,954.88,47.53,25.38,1.31,0.0
20230805:1703,5910.1,818.13,41.16,25.67,2.14,0.0
20230805:1803,4680.4,624.57,31.73,25.18,2.76,0.0
20230805:1903,2915.5,390.39,20.47,24.0,2.83,0.0
20230805:2003,872.9,147.12,8.15,22.1,2.41,0.0
20230805:2103,0.0,0.0,0.0,19.61,2.34,0.0
20230805:2203,0.0,0.0,0.0,17.79,1.86,0.0
20230805:2303,0.0,0.0,0.0,16.75,1.59,0.0
20230806:0003,0.0,0.0,0.0,15.84,1.17,0.0
20230806:0103,0.0,0.0,0.0,15.33,0.97,0.0
20230806:0203,0.0,0.0,0.0,14.8,0.9,0.0
20230806:0303,0.0,0.0,0.0,14.22,0.97,0.0
20230806:0403,0.0,0.0,0.0,13.78,0.9,0.0
20230806:0503,0.0,0.0,0.0,13.43,1.03,0.0
20230806:0603,0.0,0.0,0.0,13.33,1.31,0.0
20230806:0703,0.0,0.0,0.0,13.48,1.59,0.0
20230806:0803,0.0,0.0,0.0,14.26,1.72,0.0
20230806:0903,0.0,0.0,0.0,14.21,1.93,0.0
20230806:1003,689.4,108.18,4.6,14.1,1.93,0.0
20230806:1103,3133.6,398.55,17.16,15.39,1.79,0.0
20230806:1203,4975.6,647.84,28.81,18.74,2.07,0.0
20230806:1303,6151.4,835.74,38.91,21.72,2.21,0.0
20230806:1403,6782.2,954.83,46.35,24.17,2.21,0.0
20230806:1503,6881.8,989.17,49.64,26.01,2.0,0.0
20230806:1603,6562.9,947.03,47.78,27.18,1.66,0.0
20230806:1703,5726.8,811.71,41.37,27.78,1.31,0.0
20230806:1803,4447.7,615.12,31.89,27.76,0.83,0.0
20230806:1903,2779.0,383.68,20.6,27.39,0.9,0.0
20230806:2003,750.0,129.0,8.26,26.03,0.41,0.0
20230806:2103,0.0,0.0,0.0,24.14,0.21,0.0
20230806:2203,0.0,0.0,0.0,22.51,0.69,0.0
20230806:2303,0.0,0.0,0.0,20.27,1.31,0.0
20230807:0003,0.0,0.0,0.0,19.3,1.38,0.0
20230807:0103,0.0,0.0,0.0,18.25,1.45,0.0
20230807:0203,0.0,0.0,0.0,16.93,1.66,0.0
20230807:0303,0.0,0.0,0.0,15.92,1.86,0.0
20230807:0403,0.0,0.0,0.0,15.34,2.0,0.0
20230807:0503,0.0,0.0,0.0,15.02,2.0,0.0
20230807:0603,0.0,0.0,0.0,14.83,2.07,0.0
20230807:0703,0.0,0.0,0.0,15.03,2.62,0.0
20230807:0803,0.0,0.0,0.0,14.75,2.55,0.0
20230807:0903,0.0,0.0,0.0,14.47,2.41,0.0
20230807:1003,661.4,104.24,4.74,14.56,2.14,0.0
20230807:1103,3024.3,386.74,17.33,16.58,1.79,0.0
20230807:1203,4923.8,650.84,29.01,22.04,2.21,0.0
20230807:1303,6225.1,839.7,39.14,24.6,3.86,0.0
20230807:1403,6922.0,947.75,46.62,26.48,4.9,0.0
20230807:1503,7120.5,981.15,49.92,27.73,5.38,0.0
20230807:1603,6826.3,939.18,48.04,28.44,5.24,0.0
20230807:1703,5925.3,804.03,41.58,28.79,4.9,0.0
20230807:1803,4644.1,621.5,32.06,28.79,4.41,0.0
20230807:1903,2830.0,384.73,20.73,28.42,4.07,0.0
20230807:2003,773.5,133.43,8.36,27.13,2.83,0.0
20230807:2103,0.0,0.0,0.0,25.04,2.34,0.0
20230807:2203,0.0,0.0,0.0,23.08,2.07,0.0
20230807:2303,0.0,0.0,0.0,20.88,1.66,0.0
20230808:0003,0.0,0.0,0.0,20.32,2.76,0.0
20230808:0103,0.0,0.0,0.0,18.49,3.72,0.0
20230808:0203,0.0,0.0,0.0,16.79,4.14,0.0
20230808:0303,0.0,0.0,0.0,16.12,3.93,0.0
20230808:0403,0.0,0.0,0.0,16.48,4.55,0.0
20230808:0503,0.0,0.0,0.0,16.72,4.14,0.0
20230808:0603,0.0,0.0,0.0,16.5,3.31,0.0
20230808:0703,0.0,0.0,0.0,15.82,2.41,0.0
20230808:0803,0.0,0.0,0.0,15.83,2.62,0.0
20230808:0903,0.0,0.0,0.0,15.8,2.34,0.0
20230808:1003,127.4,28.62,4.89,15.79,2.9,0.0
20230808:1103,349.8,57.71,17.5,15.98,3.24,0.0
20230808:1203,1396.6,184.61,29.21,16.88,4.07,0.0
20230808:1303,2098.4,269.3,39.38,17.48,4.41,0.0
20230808:1403,1576.1,206.8,46.89,17.55,4.69,0.0
20230808:1503,1689.4,220.27,50.2,17.31,4.55,0.0
20230808:1603,2417.2,308.1,48.3,17.22,4.41,0.0
20230808:1703,1550.2,203.31,41.79,17.07,4.48,0.0
20230808:1803,2189.9,279.08,32.23,16.86,4.48,0.0
20230808:1903,668.0,97.15,20.86,16.26,4.28,0.0
20230808:2003,650.4,105.66,8.46,15.65,4.0,0.0
20230808:2103,0.0,0.0,0.0,15.26,3.72,0.0
20230808:2203,0.0,0.0,0.0,15.03,3.31,0.0
20230808:2303,0.0,0.0,0.0,14.95,3.52,0.0
20230809:0003,0.0,0.0,0.0,14.92,4.14,0.0
20230809:0103,0.0,0.0,0.0,14.89,3.72,0.0
20230809:0203,0.0,0.0,0.0,14.79,3.45,0.0
20230809:0303,0.0,0.0,0.0,14.83,3.66,0.0
20230809:0403,0.0,0.0,0.0,14.79,3.59,0.0
20230809:0503,0.0,0.0,0.0,14.74,3.31,0.0
20230809:0603,0.0,0.0,0.0,14.67,3.59,0.0
20230809:0703,0.0,0.0,0.0,15.05,3.86,0.0
20230809:0803,0.0,0.0,0.0,15.06,3.66,0.0
20230809:0903,0.0,0.0,0.0,15.03,3.1,0.0
20230809:1003,612.5,97.04,5.05,15.01,3.24,0.0
20230809:1103,1919.9,245.02,17.68,15.39,4.48,0.0
20230809:1203,2147.1,272.56,29.41,16.38,4.55,0.0
20230809:1303,3236.0,408.67,39.62,18.01,4.34,0.0
20230809:1403,3171.5,406.48,47.16,19.72,3.72,0.0
20230809:1503,5215.2,691.32,50.49,21.66,2.83,0.0
20230809:1603,5816.3,798.91,48.56,23.26,1.79,0.0
20230809:1703,2313.9,309.6,42.01,23.76,0.83,0.0
20230809:1803,2426.5,320.81,32.39,22.95,1.45,0.0
20230809:1903,1094.0,152.51,21.0,21.76,2.83,0.0
20230809:2003,11.5,8.66,8.57,19.23,3.03,0.0
20230809:2103,0.0,0.0,0.0,17.66,2.41,0.0
20230809:2203,0.0,0.0,0.0,17.12,1.66,0.0
20230809:2303,0.0,0.0,0.0,16.9,1.72,0.0
20230810:0003,0.0,0.0,0.0,16.72,1.72,0.0
20230810:0103,0.0,0.0,0.0,16.63,2.14,0.0
20230810:0203,0.0,0.0,0.0,16.59,2.69,0.0
20230810:0303,0.0,0.0,0.0,16.43,2.48,0.0
20230810:0403,0.0,0.0,0.0,16.43,2.41,0.0
20230810:0503,0.0,0.0,0.0,16.4,1.86,0.0
20230810:0603,0.0,0.0,0.0,15.95,1.52,0.0
20230810:0703,0.0,0.0,0.0,15.23,1.59,0.0
20230810:0803,0.0,0.0,0.0,14.82,1.86,0.0
20230810:0903,0.0,0.0,0.0,14.65,1.93,0.0
20230810:1003,598.7,95.03,5.21,14.33,1.72,0.0
20230810:1103,3119.8,399.44,17.86,16.47,1.52,0.0
20230810:1203,4696.8,608.45,29.63,19.12,2.21,0.0
20230810:1303,5652.0,751.67,39.86,21.39,2.69,0.0
20230810:1403,6221.1,850.27,47.44,23.77,2.83,0.0
20230810:1503,4894.6,659.26,50.78,25.64,2.9,0.0
20230810:1603,6152.9,855.61,48.82,27.02,2.83,0.0
20230810:1703,2957.2,396.9,42.22,27.63,2.41,0.0
20230810:1803,2420.9,327.37,32.56,27.47,1.38,0.0
20230810:1903,2363.5,320.62,21.13,25.25,1.59,0.0
20230810:2003,332.7,59.34,8.67,24.14,1.1,0.0
20230810:2103,0.0,0.0,0.0,22.21,1.72,0.0
20230810:2203,0.0,0.0,0.0,20.47,1.52,0.0
20230810:2303,0.0,0.0,0.0,19.5,1.52,0.0
20230811:0003,0.0,0.0,0.0,18.97,1.59,0.0
20230811:0103,0.0,0.0,0.0,18.33,1.52,0.0
20230811:0203,0.0,0.0,0.0,17.42,1.31,0.0
20230811:0303,0.0,0.0,0.0,16.91,1.59,0.0
20230811:0403,0.0,0.0,0.0,17.05,2.14,0.0
20230811:0503,0.0,0.0,0.0,17.01,2.41,0.0
20230811:0603,0.0,0.0,0.0,16.9,2.41,0.0
20230811:0703,0.0,0.0,0.0,17.25,2.83,0.0
20230811:0803,0.0,0.0,0.0,17.43,3.17,0.0
20230811:0903,0.0,0.0,0.0,17.67,3.45,0.0
20230811:1003,662.4,104.73,5.37,17.83,3.59,0.0
20230811:1103,3118.5,400.36,18.04,19.59,3.38,0.0
20230811:1203,4873.1,635.31,29.84,22.42,3.52,0.0
20230811:1303,6220.6,831.63,40.11,24.86,4.69,0.0
20230811:1403,6869.0,937.59,47.73,26.8,5.17,0.0
20230811:1503,6999.9,964.29,51.07,28.18,5.38,0.0
20230811:1603,6726.7,928.25,49.09,29.07,5.1,0.0
20230811:1703,5264.9,712.15,42.44,29.57,4.69,0.0
20230811:1803,3860.1,516.95,32.73,29.63,4.07,0.0
20230811:1903,2173.7,293.89,21.26,25.27,2.41,0.0
20230811:2003,465.8,78.93,8.77,22.57,3.31,0.0
20230811:2103,0.0,0.0,0.0,20.36,1.17,0.0
20230811:2203,0.0,0.0,0.0,19.72,1.38,0.0
20230811:2303,0.0,0.0,0.0,19.13,2.28,0.0
20230812:0003,0.0,0.0,0.0,18.66,2.21,0.0
20230812:0103,0.0,0.0,0.0,18.14,2.07,0.0
20230812:0203,0.0,0.0,0.0,17.79,2.0,0.0
20230812:0303,0.0,0.0,0.0,17.4,1.93,0.0
20230812:0403,0.0,0.0,0.0,16.8,1.72,0.0
20230812:0503,0.0,0.0,0.0,16.52,1.38,0.0
20230812:0603,0.0,0.0,0.0,17.02,1.1,0.0
20230812:0703,0.0,0.0,0.0,15.71,1.38,0.0
20230812:0803,0.0,0.0,0.0,16.03,1.24,0.0
20230812:0903,0.0,0.0,0.0,15.74,1.38,0.0
20230812:1003,736.6,113.95,5.54,15.75,1.31,0.0
20230812:1103,3033.9,391.99,18.23,17.75,1.1,0.0
20230812:1203,4171.1,551.09,30.06,22.62,1.52,0.0
20230812:1303,5256.9,715.25,40.37,25.7,2.28,0.0
20230812:1403,6163.1,861.23,48.01,27.68,2.83,0.0
20230812:1503,4810.9,661.3,51.37,28.77,2.55,0.0
20230812:1603,2785.6,376.14,49.36,28.57,2.69,0.0
20230812:1703,2832.4,377.39,42.66,27.05,3.31,0.0
20230812:1803,2044.1,273.34,32.9,25.08,2.83,0.0
20230812:1903,396.3,64.45,21.39,19.26,3.52,0.0
20230812:2003,35.8,13.47,8.87,17.92,2.28,0.0
20230812:2103,0.0,0.0,0.0,17.36,1.17,0.0
20230812:2203,0.0,0.0,0.0,17.2,2.41,0.0
20230812:2303,0.0,0.0,0.0,17.12,3.45,0.0
20230813:0003,0.0,0.0,0.0,17.15,2.83,0.0
20230813:0103,0.0,0.0,0.0,16.84,1.17,0.0
20230813:0203,0.0,0.0,0.0,16.23,1.79,0.0
20230813:0303,0.0,0.0,0.0,15.57,1.86,0.0
20230813:0403,0.0,0.0,0.0,15.31,1.93,0.0
20230813:0503,0.0,0.0,0.0,15.2,2.14,0.0
20230813:0603,0.0,0.0,0.0,15.16,2.21,0.0
20230813:0703,0.0,0.0,0.0,15.49,3.1,0.0
20230813:0803,0.0,0.0,0.0,15.59,2.76,0.0
20230813:0903,0.0,0.0,0.0,15.83,2.83,0.0
20230813:1003,304.3,54.08,5.71,15.87,3.17,0.0
20230813:1103,589.3,87.46,18.43,15.95,4.0,0.0
20230813:1203,811.6,114.46,30.28,16.15,4.07,0.0
20230813:1303,1341.7,177.95,40.63,16.32,4.07,0.0
20230813:1403,2140.1,273.84,48.31,16.56,4.21,0.0
20230813:1503,1572.9,205.84,51.67,16.71,4.28,0.0
20230813:1603,1657.2,215.46,49.63,16.31,4.48,0.0
20230813:1703,1231.6,164.48,42.87,16.05,4.48,0.0
20230813:1803,870.5,121.2,33.07,15.55,4.28,0.0
20230813:1903,168.8,33.67,21.52,15.31,4.07,0.0
20230813:2003,162.6,32.7,8.97,14.58,3.86,0.0
20230813:2103,0.0,0.0,0.0,14.13,3.59,0.0
20230813:2203,0.0,0.0,0.0,13.83,3.24,0.0
20230813:2303,0.0,0.0,0.0,13.7,2.9,0.0
20230814:0003,0.0,0.0,0.0,13.61,2.97,0.0
20230814:0103,0.0,0.0,0.0,13.42,2.76,0.0
20230814:0203,0.0,0.0,0.0,13.35,2.69,0.0
20230814:0303,0.0,0.0,0.0,13.26,2.41,0.0
20230814:0403,0.0,0.0,0.0,13.27,2.55,0.0
20230814:0503,0.0,0.0,0.0,13.31,2.41,0.0
20230814:0603,0.0,0.0,0.0,13.42,2.48,0.0
20230814:0703,0.0,0.0,0.0,13.51,2.41,0.0
20230814:0803,0.0,0.0,0.0,13.63,2.62,0.0
20230814:0903,0.0,0.0,0.0,13.76,2.69,0.0
20230814:1003,0.0,4.81,5.89,13.91,2.62,0.0
20230814:1103,285.1,49.06,18.63,14.26,2.55,0.0
20230814:1203,679.6,98.11,30.51,14.69,2.55,0.0
20230814:1303,1108.3,150.05,40.89,15.57,2.48,0.0
20230814:1403,1738.7,226.45,48.61,16.28,2.48,0.0
20230814:1503,2050.5,265.65,51.98,17.25,2.41,0.0
20230814:1603,2771.0,355.96,49.9,17.83,2.34,0.0
20230814:1703,706.9,102.92,43.09,18.1,2.21,0.0
20230814:1803,1216.2,164.8,33.24,18.14,2.41,0.0
20230814:1903,194.6,37.51,21.65,17.3,2.69,0.0
20230814:2003,269.4,48.09,9.07,16.84,2.55,0.0
20230814:2103,0.0,0.0,0.0,16.2,2.28,0.0
20230814:2203,0.0,0.0,0.0,15.64,2.07,0.0
20230814:2303,0.0,0.0,0.0,15.43,1.86,0.0
20230815:0003,0.0,0.0,0.0,15.31,1.72,0.0
20230815:0103,0.0,0.0,0.0,15.39,1.59,0.0
20230815:0203,0.0,0.0,0.0,15.32,1.45,0.0
20230815:0303,0.0,0.0,0.0,15.34,1.52,0.0
20230815:0403,0.0,0.0,0.0,15.49,1.66,0.0
